sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-4727,Skin Naturals - BB Cream,unit,5081.0,890.0,PureSkin Essentials,7,Beauty & Hygiene,"Garnier BB Cream for women is an all-in-one daily moisturizer for face. It is enriched with Vitamin C, Almond Extract and Brightening minerals and helps provide the benefits of multiple skincare products in just one cream.This cream smoothens and reduces imperfections and gives a long-lasting (8 hours) moisturisation. SPF 24 and UVA/UVB filters protect skin from harmful sun rays Switch to a new generation of skincare; get instantly perfect skin in just 1 application!",123.75
BB-4734,Orange Drink Powder,unit,357.0,108.0,World Pantry,7,Gourmet & World Food,"Tang Orange Powder has a great taste refreshing taste. It is made with a nice refreshing orange flavour. It is a great drink for summer with the goodness of vitamins. This drink is filled with Vitamin A and Vitamin C. It is a great drink for breakfast. This is easy to make you just need to mix it with water. Enjoy this delicious and tasty tropical drink within minutes without any hassle.

Filled with the goodness of orange and enriched with Vitamin A, B, C and Iron.
Beat this summer with the easy to prepare and refreshing taste of Tang.",349.0
BB-4760,Ajwa Dates/Kharjura,unit,128.0,28.0,Spices of India,7,"Foodgrains, Oil & Masala","Selected Natural Ajwa Dates with improved shelf life. This variety of date is soft, chewy and sweet making it an ideal snack for your little ones. Add them to your cakes or bake them into your bread. Dates are sure to turn your recipes into delectable delights. The benefits of dates are manifold relief from constipation and many other conditions.Click here for unique and delicious recipes - https://www.SIRA.com/flavors/collections/231/dry-fruits-berries-nuts/",575.0
BB-4762,Whisky/Juice/Water Glass,unit,172.0,252.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets",A quiet evening sitting with a single malt to keep you company. Our range of whisky tumblers is inspired to highlight the amber glow of your evening drink.,209.0
BB-4778,Herbal Anti Ageing Cream,unit,2907.0,487.0,CareWell Distributors,7,Beauty & Hygiene,"Anti-ageing delivers exceptional sleekness to your skin with its outstanding antioxidant effects. The super-nourishing anti-ageing cream formulated with powerful ingredients leading to wrinkling correction, elasticity skin tone, extreme dryness control, and skin texture.",430.0
BB-4797,Round Red Wine Glass - Transparent,unit,892.0,156.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets","Krosno glasses have been crafted by the finest artists and designs. These glasses combine unique design, exquisite workmanship and latest technological advancements which are perfect to add to the sophistication and beauty of your home and bar. All of Krosno products are recognised for their quality, beauty, sophistication and crystal clarity.",1399.0
BB-4808,Organic Eco-Friendly Kitchen Cleaner,unit,146.0,29.0,EcoClean India,7,Cleaning & Household,"Kolan Kitchen Cleaner cleanses shines, disinfects and kills practically all harmful germs and bacteria from the surface. It expertly removes fats, oils, grease, grime & watermark stains from all areas. It eliminates all organic odours at the source. This kitchen cleaner is safe and ideal for all kitchen appliances, stainless steel and food handling areas including hobs and countertops.Proprietary Multi-Enzyme Formula- The enzymes are proteins, composed of hundreds of amino acids, which are produced by living organisms. These biological catalysts are very specific in nature. It provides a complete and hygiene cleaning solution by eliminating the need for harmful caustic chemicals found in common household cleaners.",395.0
BB-4812,Santas Christmas Goodies,unit,3052.0,932.0,Chef's Basket Supplies,7,Gourmet & World Food,"Contains Christmas special gift bag containing 12 goodies- Almond Rocks 35g, Butterscotch Chocolate 35g, 45% Cocoa Almond Rocks in 35g, 3 Mint flavored Chocolate & 6 Assorted Chocolates.",399.0
BB-4815,Baby Corns,unit,108.0,33.0,SweetSource Regional,7,Snacks & Branded Foods,"Baby corn is a good choice for those trying to stay fit which is_x000D_
 why baby corn soup and a simple, mildly spiced stir fry are recommended. It's also rich in Vitamin C, E and antioxidants which work wonders for the hair and skin.",110.0
BB-4823,Geometry Box - Asteroid,unit,1251.0,264.0,HygieneFirst Supplies,7,Cleaning & Household,"Classmates Asteroid Geometry Box is a set of essential geometrical instruments used by school children, mathematicians and scientists alike. It comes equipped with all the necessary geometrical instruments such as, self centering compass cum divider, foldable 30 cm scale, special mechanical pencil of 0. 5 mm and lead Box with 10 Leads. This geometrical instrument box is the answer to your question for drawing complex diagrams and calculating those complicated geometrical measurements with ease.",238.0
BB-4826,Beard Oil - Argan & Geranium,unit,242.0,38.0,SoftTouch Hygiene,7,Beauty & Hygiene,"If there was such a thing as bling for your beard, this would be it. Moroccan Argan, often called ‘liquid gold’, is proven to make the beard softer, shinier and frizz-free. It is rich in anti-oxidants and moisturising agents, which makes it a key ingredient in hair and beard products. The rejuvenating fragrance of geranium is a relaxant, and its anti-bacterial and anti-microbial properties ensure healthy hair growth.",245.0
BB-4851,Chalk Gold - For Cockroaches,unit,464.0,104.0,SparkleClean Distributors,7,Cleaning & Household,Keep Cockroaches Away,25.0
BB-4868,Coriander Powder,unit,1613.0,344.0,Spices of India,7,"Foodgrains, Oil & Masala","Proprietary Food. Traditional Spice Mix (not curry powder) Grounded from coriander seeds, coriander powder is an essential condiment in the Indian cuisine. Very few dishes can be made without the touch of coriander powder. It has a pleasing aroma and savours. Coriander from which the powder is made is one of the world's oldest spices.",27.0
BB-4872,English Breakfast Tea,unit,1080.0,314.0,Refresh Beverages,7,Beverages,"Twinings English Breakfast Tea was originally blended to complement the traditional, hearty English breakfast, from which its name derives. The refreshing and invigorating flavour makes this black tea into a delightful blend. English Breakfast tea is a skilful blend of the finest black teas, sourced from select gardens across the world to create an invigorating cup of tea. From the first sip of this exclusive blend, you can taste the richness in flavours and aroma. This cup of tea is the perfect companion for that ‘me-time’ moment or to enjoy with friends and family.
Revive Your Senses With Each Sip: Our English Breakfast Tea is an exquisite blend of the finest black teas. This blend is an invigorating experience and the perfect companion not only for your morning breakfast, but it is also great to enjoy a cup at any time of the day.",750.0
BB-4877,Urban Balance Daily Scrub Cleanser,unit,573.0,102.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Faces Urban Balance Daily Scrub cleanser gently eliminates dead skin cells and re-energizes the skin. With natural extracts and organic ingredients, it makes your skin soft, supple and glowing. With finely crushed walnut particles and sweet almond oil, it also makes an ideal everyday cleanser and prepares your skin for the application of day/night cream. It is formulated in Canada.",411.75
BB-4884,Mahabhringraj Tel - Hairfall Redution & Dandruff Relief,unit,5131.0,860.0,DermaCare Solutions,7,Beauty & Hygiene,"Mahabhringraj Tel is pure Ayurvedic chemical-free nourishing hair oil, made scientifically with the goodness of Bhringraj, a herb which is known in Ayurveda as ‘Keshraj’- king of hair, which helps your hair grow longer and healthier. The tail is prepared by Traditional Ayurvedic methods (Kshirpak vidhi) with a combination of 15 valuable clinically proven herbs dipped in pure Til tail (Sesame oil). This process with till tel as base oil will help to extract the entire medicinal qualities from the herbs giving us potent Mahabhringraj tel. Regular gentle massage of this therapeutic hair oil on the scalp will help control hair fall, strengthen hair from their roots, and is a helpful remedy for Dandruff. It’s a 100 % Natural formulation free from mineral oils, No silicone, No synthetic colours and fragrances",89.0
BB-4888,Namkeen - Chana Plain,unit,2881.0,861.0,SweetSource Regional,7,Snacks & Branded Foods,"Chana plain is an amazing source of protein, fiber, & minerals. this snack is low in fat and packed with energy, and it works well to satisfy hunger.",60.0
BB-4896,"Long Notebook-Unruled+Ruled, Single Line (172Pages)+Single Line, Ruled 160Pages",unit,149.0,28.0,SparkleClean Distributors,7,Cleaning & Household,"Classmate Notebooks are made to the highest quality standards. Made from superior quality paper and pulp, the pages are whiter, brighter and smoother. The superior cut and excellent finish ensure the pages are in perfect alignment without any folded corners. The superior binding strength and wrapper lamination make them as durable as ever. These notebooks come with a wide variety of covers with activities and trivia to make every classmate notebook unique in its own way.",149.0
BB-4899,Dazzle Opalware Noodle Bowl Set - Tropical Lagoon,unit,2002.0,343.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Cello Opal-ware has beguiling designs delicately poised between fantasy and fiction. Tableware that is infused with beauty and strength, charming dishes, gaily patterned in colorful new designs serve every purpose.",169.0
BB-4903,Dry Chilli Garlic Condiment,unit,408.0,120.0,FineFoods Distributors,7,Gourmet & World Food,"Spichi Dry Chilli Garlic Condiment is prepared with using roasted red chillies, garlic and soy. This product is 100% Vegetarian. This mouthwatering spicy paste is an all-purpose paste to add another layer of flavour to your existing dish. It can also be used on its own as a dipping sauce with your dim sum, fries or momos as well. Eatworks (Spichi) is one of the leading brands of sauces and cooking pastes in India. We are proud suppliers to some of the biggest global restaurant, hotels, cinema halls and cafes and ensure the best quality standards. Our manufacturing partners have internationally certified production facilities and expertise in the food processing industry, we proudly present to you the best and authentic tasting range of sauces and cooking pastes produced in India. Our single-serve packaging helps in reducing wastage and ensuring using products as and when required.",62.5
BB-4936,Antiseptic Liquid 550 ml + Laundry Sanitizer- Fresh Linen 480 ml,bottle,1060.0,184.0,Aura Personal Care,7,Beauty & Hygiene,"Dettol Antiseptic Liquid protects you and your family from 100 illness-causing germs. It comes in a fresh pine fragrance. The topical antiseptic liquid sanitizes your home and helps maintain your personal hygiene. The Dettol first aid antiseptic liquid can be used to protect against infection from cuts and scratches, disinfect toys, and sanitize baby wear leaving everything clean and fresh. It can also be used as a household disinfectant and cleaner on surfaces or in laundry cleaning to kill germs. This liquid antiseptic is recommended by the Indian Medical Association and can be kept in your emergency first aid kit. *Protects from 100 illness-causing germs and Coronavirus causing COVID19 virus. Proven to be >99.9% effective at inactivating SARS-CoV-2, the virus that causes COVID19, when used at 1:40 dilutions with 5 minutes contact time; As per standard testing protocol. 
 Keeping your laundry clean and germ-free every day requires a lot of pain and effort but Dettol Laundry Sanitizer makes hygienically cleaning your clothes an easy task. This clothes sanitizer eliminates bacteria that breed on synthetic fabrics and keep increasing from the excessive oil present in human skin. These are illness-causing germs and should be removed for a healthy and safe living. The clothes conditioner is gentle on clothes and freshens them with a delightful fresh linen fragrance. Use it as a winter clothes sanitizer to kill germs and give your family the trusted protection of Dettol. The laundry liquid sanitizer is recommended by the Indian Medical Association (IMA).Dettol has a wide range of products to protect your family against germs. Explore other products from Dettol: Handwash, Hand Sanitizer, Soaps, Bodywash, Antiseptic Liquid, Disinfectant Cleaner, Disinfectant Spray, Anti-pollution Mask and Laundry Sanitizer.",303.3
